Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.42202377319336,28.681280297028987,28.408614540974767,28.64999095175799,147544800
2015-06-15,28.366147994995117,28.437666737767664,28.09571769560075,28.18288111006913,175955600
2015-06-16,28.51812744140625,28.574001516215095,28.24322794822594,28.39073461904774,125976400
2015-06-17,28.45107650756836,28.580703051243066,28.325917433993066,28.544944533893883,131672400
2015-06-18,28.580707550048828,28.67681103169269,28.433200871910305,28.435436312453145,141628800
2015-06-19,28.294628143310547,28.56729387230134,28.24992957025751,28.542709145579792,218867600
2015-06-22,28.520366668701172,28.620939334654302,28.401913887201186,28.49354649538089,136157200
2015-06-23,28.390729904174805,28.520358145437797,28.3572051238287,28.491304245213126,121075600
2015-06-24,28.632108688354492,29.009817948797807,28.410847847657895,28.430961694475176,221123600
2015-06-25,28.495779037475586,28.875722075918663,28.495779037475586,28.799734150286646,127752400
2015-06-26,28.328155517578125,28.6052904471744,28.27451688397852,28.53377170066112,176267200
2015-06-29,27.831995010375977,28.26557839428839,27.82082121804163,28.039846645379797,196645600
2015-06-30,28.03313636779785,28.187349335086324,27.905743565950342,28.06442570824172,177482800
2015-07-01,28.294628143310547,28.370617763670218,28.158295278815146,28.361677708031362,120955200
2015-07-02,28.258869171142578,28.314743239130355,28.109125373028,28.25663373098352,108844000
2015-07-06,28.160533905029297,28.211938804483257,27.903512818042405,27.923628371790983,112241600
2015-07-07,28.091249465942383,28.19405755556789,27.66213528971851,28.13594804225212,187787200
2015-07-08,27.393939971923828,27.856577220215424,27.387235356101556,27.820818700782862,243046400
2015-07-09,26.835195541381836,27.726945130422326,26.645224063736375,27.680011121013997,314380000
2015-07-10,27.552621841430664,27.680014656134844,27.089984598016393,27.253137636917494,245418000
2015-07-13,28.08454132080078,28.106890606147157,27.78505544070762,27.943737583350398,165762000
2015-07-14,28.073366165161133,28.243223805102456,27.945973361490438,28.16946962794016,127072400
2015-07-15,28.34379768371582,28.417551864106752,28.066662778625943,28.09795212088732,134596800
2015-07-16,28.721508026123047,28.73492066863965,28.462253207136044,28.54941662693819,144889600
2015-07-17,28.969593048095703,28.969593048095703,28.6768134030097,28.848906531066994,184658800
2015-07-20,29.51715850830078,29.718303817801807,29.21096625280674,29.271311209770232,235600800
2015-07-21,29.22214126586914,29.70712782831348,29.12603949367053,29.69148486063871,307025600
2015-07-22,27.986209869384766,28.048788567070307,27.26431599504566,27.26431599504566,461802400
2015-07-23,27.97279930114746,28.40414554749355,27.950448305776092,28.205233965707485,203998000
2015-07-24,27.82529067993164,28.102425627737915,27.691193234550635,28.008557586485367,168649200
2015-07-27,27.438636779785156,27.62637453642065,27.29336556595134,27.510155519184096,177822000
2015-07-28,27.574974060058594,27.69342853644598,27.389473419028683,27.574974060058594,134472400
2015-07-29,27.48780632019043,27.601789897612022,27.326888729746123,27.523566542574166,148046800
2015-07-30,27.349233627319336,27.39393219019797,27.201725300566277,27.338058134029243,134513200
2015-07-31,27.11009979248047,27.409583993039575,27.02293637857796,27.40064393710838,171540000
2015-08-03,26.47089958190918,27.393938591663268,26.26528171125204,27.154797643583862,279904000
2015-08-04,25.621612548828125,26.305510597188796,25.310952866393624,26.242931913697134,496554400
2015-08-05,25.791471481323242,26.24740410471145,25.05393306301911,25.24390456314553,397250400
2015-08-06,25.84759521484375,26.155171669995845,25.6208434576588,26.036182751048223,211612000
2015-08-07,25.935157775878906,26.099049333956877,25.70616041925215,25.724121466439275,154681600
2015-08-10,26.878084182739258,26.938700557842843,26.16190348369969,26.16190348369969,219806400
2015-08-11,25.479402542114258,26.5323452011804,25.443482166755924,26.449276656821382,388331200
2015-08-12,25.872285842895508,25.91269732704723,24.612796585169082,25.263869735231687,404870000
2015-08-13,25.852088928222656,26.132723845565803,25.71513895153043,26.051900852342207,194143200
2015-08-14,26.033937454223633,26.11251488140785,25.596147707869093,25.665744612966623,171718000
2015-08-17,26.30335235595703,26.413360772323824,25.930668335200526,26.051902834258918,163538800
2015-08-18,26.155174255371094,26.36621226099731,26.045165847545757,26.1394587685389,138242800
2015-08-19,25.820653915405273,26.1596596092665,25.74656589772991,26.065366702875668,193146000
2015-08-20,25.290815353393555,25.67247809939404,25.061816335505785,25.611861719870426,274006400
2015-08-21,23.743955612182617,25.12243395959084,23.71925960654018,24.792407077695835,513102000
2015-08-24,23.15125846862793,24.42646358562322,20.6547296584936,21.299068037295623,648825200
2015-08-25,23.290449142456055,24.945072987488714,23.236567725880718,24.945072987488714,414406400
2015-08-26,24.626272201538086,24.671173096581096,23.58455567823423,24.042550288822852,387098400
2015-08-27,25.35143280029297,25.423275263018773,24.700359518356937,25.196523507050735,338464400
2015-08-28,25.43450927734375,25.438998683288474,25.041620312071874,25.183059722940165,212657600
2015-08-31,25.315513610839844,25.712891876712465,25.14488711155364,25.151622075115288,224917200
2015-09-01,24.183992385864258,25.117944402577248,24.103169401079747,24.729546676730013,307383600
2015-09-02,25.221220016479492,25.221220016479492,24.500549767224054,24.74750986033989,247555200
2015-09-03,24.7789363861084,25.31999950923371,24.704848371471137,25.254892015721502,212935600
2015-09-04,24.531978607177734,24.79689800987154,24.36135382859214,24.46462726179692,199985200
2015-09-08,25.2144832611084,25.270610239581426,24.767712992063736,25.08875937744384,219374400
2015-09-09,24.729549407958984,25.598394021061996,24.644235296342114,25.540023191161584,340043200
2015-09-10,25.272857666015625,25.432258091115777,24.67342190271092,24.756488740759696,251571200
2015-09-11,25.64105224609375,25.64105224609375,25.091008464846674,25.097743429153095,199662000
2015-09-14,25.88801383972168,26.242736848438636,25.78698593693288,26.173139924866792,233453600
2015-09-15,26.105777740478516,26.161904714193977,25.688192919006728,26.027200319848728,173364800
2015-09-16,26.13496971130371,26.16415512642055,25.917196738831453,26.09904761928949,148694000
2015-09-17,25.575944900512695,26.152930255548252,25.531043996275258,25.966589961389154,256450400
2015-09-18,25.47042465209961,25.661257767972646,25.11570341502017,25.192035291081687,297141200
2015-09-21,25.86555290222168,25.90147498554541,25.517566712533895,25.51981055809722,200888000
2015-09-22,25.45920753479004,25.634323500678896,25.26163939861996,25.454716415589754,201384800
2015-09-23,25.665742874145508,25.755546376068878,25.43674557145728,25.51083187614918,143026800
2015-09-24,25.818416595458984,25.93067058065663,25.227961249948915,25.425527647267216,200878000
2015-09-25,25.75330352783203,26.19782996706325,25.598392513532445,26.141702986561604,224607600
2015-09-28,25.243677139282227,25.721878507170498,25.243677139282227,25.560232491867446,208436000
2015-09-29,24.484840393066406,25.48390195799365,24.215431495142205,25.331236459073935,293461600
2015-09-30,24.76323127746582,25.041620697542985,24.410753811710542,24.734044143365967,265892000
2015-10-01,24.601579666137695,24.61056018898512,24.091945699918924,24.48708014090755,255716400
2015-10-02,24.781190872192383,24.922631999569347,24.145834573736174,24.24910804172856,232079200
2015-10-05,24.87098503112793,25.00344558357738,24.48707672546084,24.66892757739279,208258800
2015-10-06,24.989978790283203,25.086517275072058,24.644236349710543,24.837313319288256,192787200
2015-10-07,24.87098503112793,25.093247373806907,24.56341030258716,25.086512410825627,187062400
2015-10-08,24.583621978759766,24.738533021535588,24.2940065005901,24.738533021535588,247918400
2015-10-09,25.171825408935547,25.207745780884906,24.581368558123327,24.69586806237676,211064400
2015-10-12,25.05508041381836,25.31326483228492,25.01916004177201,25.308775428101356,121868800
2015-10-13,25.09774398803711,25.245918344657017,24.848540025992065,24.8799710020284,132197200
2015-10-14,24.743017196655273,25.037122018260597,24.59708670880229,24.985486156823974,177849600
2015-10-15,25.113460540771484,25.167341971566753,24.8058840189647,24.90466806947253,150694000
2015-10-16,24.92936134338379,25.14488875574704,24.81486181677032,25.095496735919284,156930400
2015-10-19,25.08426856994629,25.0887579743149,24.720565153152357,24.875476153189293,119036800
2015-10-20,25.542268753051758,25.632072275747497,24.87997098478267,24.996714365285325,195871200
2015-10-21,25.540027618408203,25.94863206283886,25.526555975214727,25.59390905260238,167180800
2015-10-22,25.930662155151367,25.930662155151367,25.616350756153427,25.667988326224382,166616400
2015-10-23,26.73440933227539,26.768085870162935,26.117012418156563,26.200079270371326,237467600
2015-10-26,25.881275177001953,26.521122466591017,25.800452181173895,26.509898097251355,265335200
2015-10-27,25.71738624572754,26.16415658468257,25.591660629530054,25.908217659825137,279537600
2015-10-28,26.77705955505371,26.78379623162936,26.05638931881799,26.25171183088282,342205600
2015-10-29,27.059946060180664,27.095868158496113,26.552557555064425,26.649096053212293,204909200
2015-10-30,26.82869529724121,27.214849177250642,26.817469216575585,27.163211604191947,197461200
2015-11-02,27.205875396728516,27.246286899135292,26.853397958514936,27.12056298625193,128813200
2015-11-03,27.51793098449707,27.724477824522637,27.098100629194906,27.118307229229583,182076000
2015-11-04,27.38995933532715,27.79856357820865,27.30464696386277,27.643652604344766,179544400
2015-11-05,27.26369857788086,27.662779488372717,27.0968520759656,27.473384720633064,158210800
2015-11-06,27.29527473449707,27.464376473004577,27.19606955096978,27.30654887180764,132169200
2015-11-09,27.18478775024414,27.464368730775384,27.0675446681476,27.27272049186438,135485600
2015-11-10,26.3280086517334,26.6211189761139,26.167925902944273,26.357320716286395,236511600
2015-11-11,26.179197311401367,26.474561055984985,25.976274932599434,26.237819714208904,180872000
2015-11-12,26.09126091003418,26.339276351497883,26.075478156128067,26.21301432024898,130102400
2015-11-13,25.32917594909668,26.057441268759586,25.313393194562373,25.97401715468327,183249600
2015-11-16,25.744047164916992,25.75757475270898,25.02705576868221,25.11273335835102,152426800
2015-11-17,25.63356590270996,25.940203817430206,25.550141770552145,25.91089175251961,110467600
2015-11-18,26.445253372192383,26.490346474150318,26.041663744960058,26.10028615365863,186698800
2015-11-19,26.78119659423828,26.999901710042927,26.325750157349685,26.524162176952128,173183200
2015-11-20,26.8984432220459,27.03823285348772,26.796981174505373,26.87589495357598,137148400
2015-11-23,26.548967361450195,26.995396614093863,26.456524271484874,26.89167938918934,129930000
2015-11-24,26.803747177124023,26.909717854981725,26.406923078164844,26.454271349511398,171212800
2015-11-25,26.612096786499023,26.882660527027603,26.58729506727912,26.87815018524687,85553200
2015-11-27,26.5624942779541,26.69777701305003,26.5151460087471,26.670720121992556,52185600
2015-11-30,26.6729793548584,26.92325004463035,26.548970735532947,26.60308280569692,156721200
2015-12-01,26.456523895263672,26.787963503541896,26.348299770228813,26.774435917960403,139409600
2015-12-02,26.217525482177734,26.63013401452879,26.172432386701793,26.456521984544622,133546400
2015-12-03,25.974027633666992,26.33252423156586,25.75306898104297,26.278412154215967,166278000
2015-12-04,26.83757209777832,26.887175548024228,25.953734119444015,25.99431860417323,231108000
2015-12-07,26.66847038269043,27.024711779976055,26.56249968803784,26.82629969905089,128336800
2015-12-08,26.65719223022461,26.740614633024812,26.348299178252695,26.497107776880153,137238000
2015-12-09,26.0687198638916,26.53544050807796,25.946966427991917,26.524166372827583,185445600
2015-12-10,26.192724227905273,26.366336260966918,26.043915634043792,26.163413887345484,116850800
2015-12-11,25.51856803894043,26.016854059889774,25.444162895310484,25.97176097173341,187544800
2015-12-14,25.360746383666992,25.40583948226677,24.754234402408738,25.29310501557588,257274800
2015-12-15,24.912067413330078,25.432901933023523,24.880501893371907,25.238998470313724,213292400
2015-12-16,25.103713989257812,25.250269162016448,24.53102432618106,25.042838124981426,224954000
2015-12-17,24.57159996032715,25.308882460878,24.57159996032715,25.257023860198807,179091200
2015-12-18,23.90646743774414,24.693353425186913,23.856864004003178,24.555818977347712,385813200
2015-12-21,24.199581146240234,24.20860011004079,23.80275533997306,24.188307011441676,190362400
2015-12-22,24.177034378051758,24.287513673273768,24.001167165819563,24.21536368371368,131157600
2015-12-23,24.488187789916992,24.54229986729605,24.170275679907167,24.18605844081739,130629600
2015-12-24,24.357404708862305,24.576109814552673,24.339366784225923,24.576109814552673,54281600
2015-12-28,24.0845947265625,24.28075334500743,23.94029472685302,24.25820507239708,106816800
2015-12-29,24.517494201660156,24.67306833434961,24.09361317659744,24.116159728534203,123724800
2015-12-30,24.19732666015625,24.508473179220985,24.165761146056557,24.481418007244965,100855200
2015-12-31,23.73286247253418,24.131941762427935,23.63365558276081,24.1274331402526,163649200
2016-01-04,23.753149032592773,23.757659374044465,22.997828537412097,23.13536470843741,270597600
2016-01-05,23.157913208007812,23.865885498795894,23.090273562249713,23.843338950209862,223164000
2016-01-06,22.704723358154297,23.081257824955806,22.517585430560796,22.67315784168351,273829600
2016-01-07,21.746475219726562,22.576200859718405,21.741966598506444,22.24927163523591,324377600
2016-01-08,21.861467361450195,22.346225907540124,21.816374263289404,22.21996385653677,283192000
2016-01-11,22.215452194213867,22.334950445409778,21.947143631587423,22.314659068500887,198957600
2016-01-12,22.537872314453125,22.702465377662218,22.285346512877528,22.67089986748918,196616800
2016-01-13,21.958412170410156,22.815194527759505,21.938120798671633,22.619035999999337,249758400
2016-01-14,22.43866729736328,22.655118985288468,21.586395011851792,22.086936314819855,252680400
2016-01-15,21.899799346923828,22.030571755861573,21.500720046769526,21.6901131464518,319335600
2016-01-19,21.793825149536133,22.24250778814382,21.53228039444584,22.18839573268043,212350800
2016-01-20,21.823135375976562,22.13879218491175,21.063304551920083,21.442092378604062,289337600
2016-01-21,21.71265411376953,22.06889364144608,21.406016295376027,21.884009226255092,208646000
2016-01-22,22.867055892944336,22.87607485555178,22.179376765991236,22.237997442652777,263202000
2016-01-25,22.420631408691406,22.891860656347266,22.36877279684545,22.889605485347495,207178000
2016-01-26,22.544631958007812,22.745299115835063,22.111732137988863,22.531104376191898,300308000
2016-01-27,21.06330680847168,21.78706185981396,21.045268881413524,21.654036018190727,533478800
2016-01-28,21.214365005493164,21.31131668772847,20.831068617227594,21.146725377076802,222715200
2016-01-29,21.94715118408203,21.94715118408203,21.27299936956539,21.372206277991676,257666000
2016-02-01,21.741971969604492,21.805103003429338,21.509739215095234,21.750990934463992,163774000
2016-02-02,21.30230712890625,21.654038140049035,21.257212306842064,21.51424677193742,149428800
2016-02-03,21.723934173583984,21.834413483457404,21.21212038604691,21.419551418517074,183857200
2016-02-04,21.898479461669922,22.063965629074396,21.578844165073992,21.730727616148123,185886800
2016-02-05,21.313617706298828,21.971025981954458,21.238810532180526,21.880348680221665,185672400
2016-02-08,21.538043975830078,21.69446054534972,21.09145970080707,21.11186118527786,216085600
2016-02-09,21.533510208129883,21.748869022008886,21.293216821858767,21.37482622276702,177324800
2016-02-10,21.370288848876953,21.841809391135303,21.331751561261502,21.74433160335618,169374400
2016-02-11,21.24107551574707,21.472302714075532,20.989446833197306,21.26147872949399,200298800
2016-02-12,21.30681800842285,21.422431615695398,21.084660426868574,21.352157525748236,161405600
2016-02-16,21.907556533813477,21.95516173708531,21.44737117265978,21.540314170611637,196231600
2016-02-17,22.243059158325195,22.26346064438002,21.796474848627966,21.914354136949324,179452800
2016-02-18,21.821413040161133,22.417613487779054,21.7828740139564,22.406278174861324,156084000
2016-02-19,21.77153968811035,21.934758503214418,21.717133992917617,21.762471783990584,141496800
2016-02-22,21.961963653564453,21.966498471041316,21.744339111880233,21.832749027891754,137123200
2016-02-23,21.46550178527832,21.87581443522661,21.43376499078097,21.853145543375017,127770400
2016-02-24,21.785139083862305,21.848612678525644,21.154934494668073,21.304552307396584,145022800
2016-02-25,21.93475914001465,21.93475914001465,21.59245310004071,21.77380772864932,110330800
2016-02-26,21.9687557220459,22.220382630830805,21.89394683400225,22.034494979329367,115964400
2016-02-29,21.91888999938965,22.267996523477894,21.909822095312908,21.957427294571414,140865200
2016-03-01,22.789386749267578,22.84379244112926,22.084373245235227,22.13651325835009,201628400
2016-03-02,22.839256286621094,22.870993080071727,22.587627617458562,22.784850602066513,132678400
2016-03-03,23.009273529052734,23.056878715018073,22.771245869700657,22.800716982102088,147822800
2016-03-04,23.351581573486328,23.519333443418017,22.97980622416446,23.20649859470343,184220400
2016-03-07,23.093151092529297,23.310775548293442,22.886860216930476,23.21103035749617,143315600
2016-03-08,22.902732849121094,23.06821906177893,22.759917260038176,22.846059749235305,126247600
2016-03-09,22.923133850097656,23.027412136271312,22.730443945478886,22.96620422577282,108806800
2016-03-10,22.93446922302246,23.17703001687174,22.703243740751244,22.988876643166282,134054400
2016-03-11,23.181560516357422,23.186093602429043,23.009273843703955,23.1770257007604,109632800
2016-03-14,23.240503311157227,23.328914935369426,23.0727514250246,23.10222254293723,100304400
2016-03-15,23.707494735717773,23.84350984776227,23.542008500887547,23.566944806540402,160270800
2016-03-16,24.02259635925293,24.099670952955726,23.7097597083921,23.71429452538987,153214000
2016-03-17,23.98405647277832,24.135939964811694,23.79363395852878,23.92058114834464,137682800
2016-03-18,24.011255264282227,24.142737253141327,23.845770803757425,24.106465643997222,176820800
2016-03-21,24.00899314880371,24.403437444391265,23.834439030563434,24.01352623585668,142010800
2016-03-22,24.192611694335938,24.32182628508781,23.850305707439503,23.85937361041647,129777600
2016-03-23,24.058862686157227,24.271954085834214,24.006724405082437,24.138206406139542,102814000
2016-03-24,23.954586029052734,24.086068039081677,23.77776622981937,23.909248239848313,104532000
2016-03-28,23.845773696899414,24.072466092977475,23.8163025785128,24.02939398427441,77645600
2016-03-29,24.410242080688477,24.435178387524427,23.77550255499784,23.777769963671854,124760400
2016-03-30,24.83641815185547,25.031373749204025,24.618793660995017,24.63012897251382,182404400
2016-03-31,24.70720100402832,24.91349189158519,24.682264704883522,24.87268719566875,103553600
2016-04-01,24.933897018432617,24.93616442673863,24.528117407945324,24.659599417281587,103496000
2016-04-04,25.190061569213867,25.43262238207788,24.997371634435904,25.031375842310005,149424800
2016-04-05,24.893089294433594,25.101647595122472,24.804679406015985,24.825082619241513,106314800
2016-04-06,25.15378761291504,25.158322429290177,24.75480851866221,24.988303135262203,105616400
2016-04-07,24.60519027709961,25.03137131404998,24.509979895896688,24.924825622431,127207600
2016-04-08,24.632394790649414,24.884021740771797,24.52131427941791,24.689067885533632,94326800
2016-04-11,24.71400260925293,25.07444439430326,24.670932232951458,24.70266902792122,117630000
2016-04-12,25.035903930664062,25.04950491834807,24.63239182046813,24.786540959621277,108929200
2016-04-13,25.398618698120117,25.466625385745292,25.117520584312434,25.117520584312434,133029200
2016-04-14,25.412216186523438,25.477957186166464,25.237663809870032,25.30340480951306,101895600
